Product_Name,Selling_Price,Original_Price,Specs,Ratings
SONY Bravia X90L 138.8 cm (55 inch) Ultra HD (4K) LED Smart Google TV,"₹1,16,840","₹1,69,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on the Product,4.9
SONY Bravia 2 138.8 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2024 Edition,"₹60,990","₹99,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20241 Year Warranty,4.7
SONY Bravia X75K 125.7 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Google TV,"₹54,008","₹86,318",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty,4.3
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV 2024 Edition,"₹36,490","₹45,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),
TCL P635 Pro 189 cm (75 inch) Ultra HD (4K) LED Smart Google TV with Google Assistant |,"₹1,09,990","₹2,56,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty on Product,4.3
LG Nanocell 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"₹54,990","₹1,29,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,4.6
SAMSUNG The Serif Series 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹1,02,999","₹1,63,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,4.4
SAMSUNG Series 8 123 cm (49 inch) Ultra HD (4K) LED Smart Tizen TV,"₹93,699","₹1,29,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year Comprehensive and 1 Year Additional on Panel from Samsung,4.4
LG 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,"₹2,32,899","₹3,49,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year LG India Comprehensive Warranty on Product and Additional 1 Year Warranty is applicable on Panel/Module,4.4
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV 2024 Edition,"₹38,090","₹51,400",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),
LG 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹38,890","₹47,990","Operating System: WebOSUltra HD (4K) 3,840 x 2,160 PixelsLaunch Year: 20231 Year Warranty Redmi Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module",
SAMSUNG The Frame 108 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV with Matte Display,"₹55,990","₹91,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,4.2
SAMSUNG 7 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,"₹36,990","₹54,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Comprehensive Warranty on the Product,4.2
SAMSUNG The Frame 109.22 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV 2024 Model,"₹64,990","₹79,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),
SAMSUNG 6 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹64,990","₹89,990",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,3.7
SAMSUNG QN800BK 163 cm (65 inch) QLED Ultra HD (8K) Smart Tizen TV,"₹3,14,899","₹4,59,900",Operating System: TizenUltra HD (8K) 7680 x 4320 PixelsLaunch Year: 20222 years comprehensive warranty on product (1 year standard warranty and 1 year extended warranty provided by the brand from the date of purchase),
Sansui 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV IPS Display Zen Panel Dolby Vision & Atmos ...,"₹57,999","₹79,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,4.2
LG 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"₹1,23,099","₹1,77,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year LG India Comprehensive Warranty on Product and Additional 1 Year Warranty is applicable on Panel/Module,4.4
TCL P635 Pro 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Google Assistant |,"₹51,999","₹1,26,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty on Product,4.1
SONY Bravia X75K 125.7 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Google TV,"₹54,008","₹86,318",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty,4.3
SONY Bravia X90L 138.8 cm (55 inch) Ultra HD (4K) LED Smart Google TV,"₹1,16,840","₹1,69,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on the Product,4.9
SAMSUNG OLED 165.1 cm (65 inch) OLED Ultra HD (4K) Smart Tizen TV,"₹2,25,900","₹2,39,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),
LG Nanocell 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"₹54,990","₹1,29,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,4.6
SAMSUNG The Serif Series 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹1,02,999","₹1,63,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,4.4
LG 164 cm (65 inch) OLED Ultra HD (4K) Smart WebOS TV,"₹3,46,299","₹4,99,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year LG India Comprehensive Warranty on Product and Additional 1 Year Warranty is Applicable on Panel/Module Only,
Haier 109 cm (43 inch) Ultra HD (4K) LED Smart TV with Smart Google TV With Far-Field -,"₹31,990","₹50,990",Ultra HD (4K) 3840*2160 PixelsLaunch Year: 20231 Year Warranty on the Product,2.3
SONY Bravia A8F 163.9 cm (65 inch) OLED Ultra HD (4K) Smart Android TV,"₹3,18,799","₹4,49,900",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year Manufaturer Warranty on the Product,4.4
LG 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹38,890","₹47,990","Operating System: WebOSUltra HD (4K) 3,840 x 2,160 PixelsLaunch Year: 20231 Year Warranty Redmi Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module",
SAMSUNG The Frame 108 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV with Matte Display,"₹55,990","₹91,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,4.2
SAMSUNG The Frame 109.22 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV 2024 Model,"₹64,990","₹79,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),
SAMSUNG OLED 139.7 cm (55 inch) OLED Ultra HD (4K) Smart Tizen TV,"₹1,72,900","₹1,88,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),
SAMSUNG 6 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹64,990","₹89,990",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,3.7
KODAK 7XPRO Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹32,899","₹33,999",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Warranty on Productand6 Months on Accessories,4.3
SAMSUNG 165.1 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV 2024 Model,"₹1,17,990","₹1,59,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),
SAMSUNG 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹89,990","₹1,92,990",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,
SONY Bravia 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹44,990","₹66,900",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Comprehensive Warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice The service center will allot you a convenient slot for the service,4.6
"Acer 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2024 Edition with Dolby Atmos, HDR10+","₹26,490","₹42,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Years Warranty,4.1
SAMSUNG QN90BAKL 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹1,19,879","₹2,19,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,5
SAMSUNG Q70RAK 163 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹1,91,599","₹2,79,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20191 Year Comprehensive Warranty on Product and 2 Years Additional Warranty on Panel from Samsung,3.5
LG All-in-One 108 cm (43 inch) Full HD LED Smart WebOS TV,"₹32,121","₹46,990",Operating System: WebOSFull HD 1920 x 1080 PixelsLaunch Year: 20191 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,4.4
Mi Q1 189.34 cm (75 inch) QLED Ultra HD (4K) Smart Android TV With Reality Flow | Local Dimming | Dolb...,"₹84,999","₹1,99,999",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Warranty on Product and 2 Years Warranty on Panel OEM Warranty activation starts from the date of delivery,4.4
SAMSUNG QN90BAK 189 cm (75 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹3,73,099","₹5,89,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,
SAMSUNG Neo QLED 189 cm (75 inch) QLED Ultra HD (8K) Smart Tizen TV,"₹6,50,599","₹8,74,900",Operating System: TizenUltra HD (8K) 7680 x 4320 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel provided by the brand from the date of purchase,
"LG UQ8020 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with ThinQ AI, Filmmaker Mode & Magic Remo...","₹35,999","₹59,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Product Warranty Applicable,4.5
LG Nanocell 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,"₹1,29,990","₹2,54,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,4.7
BPL 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV,"₹37,990","₹57,000",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Comprehensive Warranty on Product,
SONY Bravia 126 cm (50 inch) Ultra HD (4K) LED Smart TV,"₹56,890","₹84,990",Ultra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Comprehensive Warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice The service center will allot you a convenient slot for the service,4.9
LG Nanocell 190 cm (75 inch) Ultra HD (4K) LED Smart WebOS TV,"₹3,39,699","₹5,49,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,
"Hisense Tornado 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Built-in JBL Soundbar, 25W Sub...","₹56,490","₹99,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Comprehensive Warranty,4.3
TOSHIBA V35KP 108 cm (43 inch) Full HD LED Smart Android TV with DTS Virtual X,"₹34,900","₹34,990",Operating System: AndroidFull HD 1920 x 1080 PixelsLaunch Year: 20222 Years Comprehensive Warranty on the Product,4.3
Haier 140 cm (55 inch) Ultra HD (4K) LED Smart TV with Smart Google TV With Far-Field -,"₹42,750","₹70,990",Ultra HD (4K) 3840*2160 PixelsLaunch Year: 20231 Year Warranty on the Product,
Hyundai 140 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"₹45,899","₹97,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 2021NA,4.2
SONY Bravia X75L 125.7 cm (50 inch) Ultra HD (4K) LED Smart Google TV,"₹57,940","₹85,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Manufaturer Warranty on the Product,4.7
Lloyd 109 cm (43 inch) Full HD LED Smart WebOS TV,"₹25,899","₹42,490",Operating System: WebOSFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 1 Year Additional Warranty on Panel,
LG Nanocell 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"₹86,999","₹1,49,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,4.7
LG 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹38,038","₹47,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel and Module from the Date of Purchase,
SONY Bravia 163.9 cm (65 inch) Ultra HD (4K) LED Smart Android TV,"₹1,44,990","₹2,29,000",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice The service center will allot you a convenient slot for the service,5
LG 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"₹55,990","₹79,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Product Warranty Applicable,4.4
SONY Bravia A8G 138.8 cm (55 inch) OLED Ultra HD (4K) Smart Android Based TV,"₹1,89,499","₹2,49,900",Operating System: Android BasedUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20191 Year Manufacturer Warranty,3.9
Haier 140 cm (55 inch) Ultra HD (4K) LED Smart Google TV with DOLBY VISION-ATMOS & Far-Field,"₹41,990","₹69,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year on Product and�1 Year additional warranty on panel,4.2
TCL P635 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Google Assistant | + HDR 10 | AI-IN |...,"₹33,999","₹58,000",Operating System: Google TVUltra HD (4K) 3840 x 2161 PixelsLaunch Year: 20232 Years Warranty on Product,4
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV with FHD | DTS-HD | Vivid Picture ...,"₹29,999",,Operating System: AndroidFull HD 1920 x 1080 PixelsLaunch Year: 20211 Year Warranty on Product and 2 Years Warranty on Panel OEM Warranty activation starts from the date of delivery,4.3
TCL C755 163.83 cm (65 inch) Ultra HD (4K) Mini LED Smart Google TV 2024 Edition with 144Hz VRR and IM...,"₹99,990","₹2,29,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Years Warranty,4.2
"LG OLED A2 139 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV Alpha7 Gen5 AI Processor, AI Picture Pro...","₹99,990","₹1,39,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20223-Year Warranty on Product,4.4
MOTOROLA EnvisionX 178 cm (70 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers,"₹59,999","₹1,16,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty,4.3
Sansui 139.7 cm (55 inch) Ultra HD (4K) LED Smart Android Based TV,"₹36,840","₹59,990",Operating System: Android BasedUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,
BPL 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹28,299","₹42,000",Operating System: AndroidUltra HD (4K) 3840x2160 PixelsLaunch Year: 2023Warranty takes care of any manufacturing defect or breakdown of product during warranty period.,
BPL 109 cm (43 inch) Full HD LED Smart Android TV,"₹23,490","₹40,000",Operating System: AndroidFull HD 1920 x 1080 PixelsLaunch Year: 2020NA,4.2
SAMSUNG OLED 195.58 cm (77 inch) OLED Ultra HD (4K) Smart Tizen TV,"₹4,88,699","₹5,89,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),
"LG QNED-80 139 cm (55 inch) Ultra HD (4K) QNED Smart WebOS TV with Alpha77 Gen6 AI Processor, AI Pictu...","₹75,899","₹1,19,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Product Warranty Applicable,3
Haier 165 cm (65 inch) Ultra HD (4K) LED Smart Google TV with DOLBY VISION-ATMOS & Far-Field,"₹66,299","₹1,15,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,3.9
"LG OLED A3 121 cm (48 inch) OLED Ultra HD (4K) Smart WebOS TV Alpha77 Gen6 AI Processor, AI Picture Pr...","₹85,990","₹1,09,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20233-Year Warranty on Product,4.4
Vu Pixelight 163 cm (65 inch) Ultra HD (4K) LED Smart Linux TV,"₹49,899","₹78,000",Operating System: LinuxUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20191 Year Vu Domestic Warranty on the Product,4.2
SAMSUNG 109 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,"₹36,990","₹49,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Manufacturer Warranty,
LG 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹36,990","₹59,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Product Warranty Applicable,4.4
LG 164 cm (65 inch) OLED Ultra HD (4K) Smart WebOS TV,"₹1,99,990","₹3,79,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,
Sansui 165 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹55,990","₹79,990",Ultra HD (4K) 3840 x 2160 PixelsLaunch Year: 20201 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,
LG 164 cm (65 inch) OLED Ultra HD (4K) Smart WebOS TV,"₹2,53,699","₹3,39,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20181 Year LG India Comprehensive Warranty on Product and Additional 1 Year Warranty is Applicable on Panel/Module Only,
SONY Bravia 189 cm (75 inch) Ultra HD (4K) LED Smart Google TV,"₹1,44,990","₹2,99,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Comprehensive Warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice The service center will allot you a convenient slot for the service,4.7
Acer I Series 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV,"₹54,990","₹78,990",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty on Product,4.3
BPL 109 cm (43 inch) Full HD LED Smart Linux TV,"₹22,190","₹31,000",Operating System: LinuxFull HD 1920 x 1080 PixelsLaunch Year: 20232 Years Comprehensive Warranty on Product,
"LG 139.7 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV with True Cinema Experience, Unlimited Entertai...","₹49,990","₹89,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211Year Warranty Provided by the Manufacturer from Date of Purchase,4.8
LG C9 164 cm (65 inch) OLED Ultra HD (4K) Smart WebOS TV,"₹1,99,990","₹3,64,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20191 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,
TCL 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV Hands-Free Voice Control,"₹29,490","₹59,000",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20222 Years Warranty on Product,4.1
Lloyd 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Google TV OS,"₹36,390","₹52,490",Operating System: Google TVUltra HD (4K) 3840* 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,
LG UQ75 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹37,827","₹49,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Standard Manufacturer Warranty from LG,4.4
SAMSUNG Crystal 4K iSmart Series 125 cm (50 inch) Ultra HD (4K) LED Smart Tizen TV,"₹47,990","₹61,990",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel provided by the brand from the date of purchase,4.3
"LG UQ7500 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV with Filmmaker Mode, AI Sound & Active HDR","₹69,990","₹1,14,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Product Warranty Applicable,4.4
LG 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with 2023 Model,"₹34,790","₹58,990","Operating System: WebOSUltra HD (4K) 4K Ultra HD (3,840 x 2,160) PixelsLaunch Year: 20231 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase",5
SONY Bravia A80L 138.8 cm (55 inch) OLED Ultra HD (4K) Smart Google TV,"₹1,64,990","₹2,49,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Manufacturer Warranty on the Product,4.9
TCL P635 Pro 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Google Assistant |,"₹37,500","₹66,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty on Product,4.1
SAMSUNG New D Series Brighter Crystal Vision Pro (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Sma...,"₹30,990","₹46,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
Thomson FA Series 106 cm (42 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"₹15,499","₹28,499",Operating System: AndroidFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Warranty on Product and 6 Months Warranty on Accessories,4.3
"LG OLED C2 121 cm (48 inch) OLED Ultra HD (4K) Smart WebOS TV Alpha79 Gen5 AI Processor, AI Picture Pr...","₹94,990","₹1,54,990",Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20233-Year Warranty on Product,5
TCL C645 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV With Hands-Free Voice Control,"₹29,999","₹61,990",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20232 Years Warranty on Product,4.2
Mi A series 108 cm (43 inch) Full HD LED Smart Google TV with FHD | Dolby Audio | DTS : HD | DTS Virtu...,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
SAMSUNG New D Series Brighter Crystal Vivid (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED Smart Ti...,"₹29,490","₹44,900",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),4.3
SAMSUNG Neo-QLED 139.7 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV with AI Technology (2024 Model),"₹1,34,990","₹1,61,800",Operating System: TizenUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20242 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),5
skylive 109.22 cm (43 inch) Full HD LED Smart WebOS TV with Skylive 109.22 cm (43 inch) HD Ready LED S...,"₹17,574","₹37,999","Operating System: WebOSFull HD Full HD, 1920x1080 PixelsLaunch Year: 202412 months warranty provided by the manufacturer from date of purchase | (Contact Brand toll free number for assistance @ 011-79657664)",
Lloyd 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹45,890","₹66,090",Operating System: AndroidUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20211 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,4.4
SONY Bravia 108 cm (43 Inch) Ultra HD (4K) LED Smart Google TV,"₹62,990","₹99,900",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Comprehensive Warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice The service center will allot you a convenient slot for the service,4.7
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision IQ | HDR10+ | Dolby A...,"₹47,999","₹69,999",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel,4.3
Mi A Series 108 cm (43 inch) Full HD LED Smart Google TV 2024 Edition,"₹22,999","₹35,999",Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20241 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,4.3
Vu GloLED 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with DJ Subwoofer 104W,"₹37,990","₹55,000",Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20223 Year Domestic Warranty,4.6
